Avg_Hosp,Facility ID,State,Period,Claim Type,Avg_State,Avg_Nation,Percent_Hosp,Percent_State,Percent_Nation
7.0,310047,31,1,1,9.0,13.0,0.0004,0.0004,0.0006
2.0,450046,43,1,5,3.0,2.0,0.0001,0.0001,0.0001
4137.0,370097,36,3,3,3254.0,2857.0,0.2302,0.1503,0.132
7284.0,390220,38,2,3,9844.0,10139.0,0.40869999999999995,0.4585,0.46840000000000004
1534.0,100175,10,3,3,2949.0,2857.0,0.0924,0.1341,0.132
148.0,190008,19,3,2,201.0,149.0,0.0067,0.009000000000000001,0.0069
17513.0,380090,37,4,8,20362.0,21646.0,1.0,1.0,1.0
115.0,100154,10,3,6,93.0,89.0,0.005,0.0042,0.0040999999999999995
685.0,230015,22,2,7,1569.0,1545.0,0.047599999999999996,0.0745,0.07139999999999999
0.0,280111,29,2,2,0.0,0.0,0.0,0.0,0.0
0.0,450889,43,1,5,3.0,2.0,0.0,0.0001,0.0001
47.0,230104,22,3,2,134.0,149.0,0.0022,0.0064,0.0069
139.0,240101,23,3,2,145.0,149.0,0.0089,0.0069,0.0069
2.0,440194,42,1,5,2.0,2.0,0.0001,0.0001,0.0001
816.0,30010,4,3,4,788.0,855.0,0.0363,0.036000000000000004,0.0395
278.0,380047,37,1,4,230.0,152.0,0.0131,0.0113,0.006999999999999999
475.0,50281,5,1,7,585.0,585.0,0.0192,0.0262,0.027000000000000003
7.0,360161,35,2,6,18.0,19.0,0.0003,0.0008,0.0009
104.0,310034,31,3,2,116.0,149.0,0.0048,0.0051,0.0069
0.0,330226,34,2,5,0.0,0.0,0.0,0.0,0.0
391.0,180029,18,3,1,794.0,825.0,0.0199,0.037599999999999995,0.0381
1172.0,220052,20,3,7,1190.0,1174.0,0.0673,0.0572,0.0542
10143.0,50006,5,2,3,10415.0,10139.0,0.5086999999999999,0.4669,0.46840000000000004
0.0,140250,15,1,2,0.0,1.0,0.0,0.0,0.0
148.0,150006,16,1,4,201.0,152.0,0.0072,0.0092,0.006999999999999999
3.0,340090,27,1,5,2.0,2.0,0.0001,0.0001,0.0001
895.0,420033,40,3,1,905.0,825.0,0.0571,0.042699999999999995,0.0381
0.0,510038,49,1,5,2.0,2.0,0.0,0.0001,0.0001
0.0,100068,10,2,5,0.0,0.0,0.0,0.0,0.0
723.0,450825,43,3,7,1398.0,1174.0,0.0397,0.0599,0.0542
2205.0,450875,43,3,3,4185.0,2857.0,0.10619999999999999,0.1793,0.132
0.0,50425,5,2,2,0.0,0.0,0.0,0.0,0.0
0.0,140210,15,1,1,11.0,13.0,0.0,0.0005,0.0006
22736.0,330104,34,4,8,21433.0,21646.0,1.0,1.0,1.0
92.0,440133,42,3,6,98.0,89.0,0.004,0.0045000000000000005,0.0040999999999999995
0.0,50292,5,2,4,0.0,0.0,0.0,0.0,0.0
419.0,140189,15,1,7,564.0,585.0,0.024300000000000002,0.0259,0.027000000000000003
594.0,270003,26,3,7,656.0,1174.0,0.0352,0.0319,0.0542
0.0,510022,49,2,1,0.0,0.0,0.0,0.0,0.0
126.0,360017,35,3,6,87.0,89.0,0.0051,0.004,0.0040999999999999995
0.0,320006,32,2,1,0.0,0.0,0.0,0.0,0.0
186.0,450890,43,3,6,96.0,89.0,0.0078000000000000005,0.0040999999999999995,0.0040999999999999995
596.0,420055,40,1,7,555.0,585.0,0.0356,0.0262,0.027000000000000003
5399.0,450447,43,3,5,2979.0,3228.0,0.2738,0.1276,0.1491
31.0,670041,43,2,6,23.0,19.0,0.0013,0.001,0.0009
0.0,370220,36,1,2,1.0,1.0,0.0,0.0001,0.0
8908.0,450742,43,2,3,10339.0,10139.0,0.3897,0.4429,0.46840000000000004
430.0,440032,42,1,7,681.0,585.0,0.0273,0.031,0.027000000000000003
1.0,230110,22,1,5,2.0,2.0,0.0001,0.0001,0.0001
10.0,280013,29,1,3,6.0,7.0,0.0004,0.0003,0.0003
0.0,360066,35,2,2,0.0,0.0,0.0,0.0,0.0
6.0,250060,25,1,4,221.0,152.0,0.0005,0.0105,0.006999999999999999
134.0,390058,38,3,2,131.0,149.0,0.0068000000000000005,0.0060999999999999995,0.0069
3.0,260095,24,1,5,2.0,2.0,0.0001,0.0001,0.0001
0.0,440046,42,2,5,0.0,0.0,0.0,0.0,0.0
0.0,450348,43,2,1,0.0,0.0,0.0,0.0,0.0
184.0,260216,24,3,2,149.0,149.0,0.01,0.006999999999999999,0.0069
310.0,330231,34,1,7,523.0,585.0,0.019299999999999998,0.024399999999999998,0.027000000000000003
1333.0,260138,24,3,4,1018.0,855.0,0.0529,0.04769999999999999,0.0395
3675.0,360001,35,3,5,3631.0,3228.0,0.1697,0.1655,0.1491
0.0,230144,22,1,2,0.0,1.0,0.0,0.0,0.0
20.0,330151,34,1,1,9.0,13.0,0.0013,0.0004,0.0006
0.0,230277,22,2,4,0.0,0.0,0.0,0.0,0.0
150.0,310057,31,1,4,124.0,152.0,0.0073,0.0055000000000000005,0.006999999999999999
0.0,190300,19,1,1,20.0,13.0,0.0,0.0009,0.0006
0.0,390178,38,1,2,0.0,1.0,0.0,0.0,0.0
0.0,10110,2,1,2,1.0,1.0,0.0,0.0,0.0
84.0,450662,43,3,6,96.0,89.0,0.0034999999999999996,0.0040999999999999995,0.0040999999999999995
0.0,500084,47,1,2,0.0,1.0,0.0,0.0,0.0
3.0,170104,17,1,3,8.0,7.0,0.0001,0.0004,0.0003
874.0,120002,12,3,7,901.0,1174.0,0.0454,0.042800000000000005,0.0542
2104.0,50523,5,3,3,2641.0,2857.0,0.10890000000000001,0.1184,0.132
15.0,250126,25,1,3,4.0,7.0,0.0012,0.0002,0.0003
3.0,220070,20,1,5,2.0,2.0,0.0001,0.0001,0.0001
8.0,380017,37,1,1,8.0,13.0,0.0004,0.0004,0.0006
3372.0,390133,38,3,3,3249.0,2857.0,0.1551,0.15130000000000002,0.132
5402.0,360156,35,3,5,3631.0,3228.0,0.2967,0.1655,0.1491
11491.0,50138,5,2,3,10415.0,10139.0,0.5356000000000001,0.4669,0.46840000000000004
775.0,50471,5,3,1,849.0,825.0,0.0292,0.0381,0.0381
21304.0,440130,42,4,8,21954.0,21646.0,1.0,1.0,1.0
7.0,50225,5,1,6,8.0,8.0,0.0003,0.0003,0.0004
3255.0,10118,2,3,5,2630.0,3228.0,0.18530000000000002,0.1266,0.1491
553.0,30064,4,3,1,715.0,825.0,0.0226,0.0326,0.0381
0.0,380061,37,2,4,0.0,0.0,0.0,0.0,0.0
258.0,280127,29,3,3,2326.0,2857.0,0.0151,0.1054,0.132
15512.0,330197,34,4,8,21433.0,21646.0,1.0,1.0,1.0
581.0,390119,38,1,7,571.0,585.0,0.0258,0.026600000000000002,0.027000000000000003
2044.0,10052,2,3,3,3004.0,2857.0,0.15539999999999998,0.1446,0.132
0.0,180048,18,2,2,0.0,0.0,0.0,0.0,0.0
612.0,340145,27,1,7,564.0,585.0,0.0327,0.0274,0.027000000000000003
0.0,520136,48,2,1,0.0,0.0,0.0,0.0,0.0
0.0,250025,25,2,4,0.0,0.0,0.0,0.0,0.0
23.0,140019,15,1,4,125.0,152.0,0.0014000000000000002,0.0058,0.006999999999999999
2182.0,390068,38,3,3,3249.0,2857.0,0.11630000000000001,0.15130000000000002,0.132
0.0,280105,29,2,2,0.0,0.0,0.0,0.0,0.0
17.0,110129,11,1,1,12.0,13.0,0.0008,0.0006,0.0006
0.0,110124,11,1,3,6.0,7.0,0.0,0.0003,0.0003
707.0,460052,44,3,4,888.0,855.0,0.0292,0.0387,0.0395
0.0,50589,5,1,2,0.0,1.0,0.0,0.0,0.0
100.0,340151,27,3,2,159.0,149.0,0.0054,0.0077,0.0069
128.0,670122,43,3,6,96.0,89.0,0.0055000000000000005,0.0040999999999999995,0.0040999999999999995
4022.0,320063,32,3,3,2850.0,2857.0,0.20600000000000002,0.1399,0.132
9.0,370037,36,1,3,9.0,7.0,0.0004,0.0004,0.0003
544.0,50512,5,2,7,1651.0,1545.0,0.032400000000000005,0.07400000000000001,0.07139999999999999
580.0,370216,36,3,7,950.0,1174.0,0.0173,0.043899999999999995,0.0542
90.0,300018,30,3,6,63.0,89.0,0.004699999999999999,0.003,0.0040999999999999995
19.0,60030,6,1,3,6.0,7.0,0.0009,0.0003,0.0003
107.0,390237,38,3,2,131.0,149.0,0.0051,0.0060999999999999995,0.0069
3.0,390203,38,1,3,7.0,7.0,0.0001,0.0003,0.0003
1763.0,490101,45,2,7,1462.0,1545.0,0.0894,0.0707,0.07139999999999999
54.0,290022,33,3,6,82.0,89.0,0.0023,0.0034999999999999996,0.0040999999999999995
6.0,370056,36,1,6,9.0,8.0,0.0003,0.0004,0.0004
0.0,50305,5,2,4,0.0,0.0,0.0,0.0,0.0
23.0,330235,34,1,4,105.0,152.0,0.0014000000000000002,0.0049,0.006999999999999999
1557.0,100246,10,3,7,1415.0,1174.0,0.0638,0.0643,0.0542
293.0,100277,10,2,7,1711.0,1545.0,0.0217,0.07780000000000001,0.07139999999999999
390.0,160089,13,3,1,494.0,825.0,0.018500000000000003,0.0245,0.0381
0.0,180106,18,2,1,0.0,0.0,0.0,0.0,0.0
39.0,470012,46,1,4,212.0,152.0,0.0023,0.0103,0.006999999999999999
0.0,330108,34,2,5,0.0,0.0,0.0,0.0,0.0
10.0,180051,18,1,6,10.0,8.0,0.0005,0.0005,0.0004
314.0,670008,43,3,5,2979.0,3228.0,0.0131,0.1276,0.1491
833.0,50301,5,2,7,1651.0,1545.0,0.050199999999999995,0.07400000000000001,0.07139999999999999
319.0,340087,27,3,2,159.0,149.0,0.0203,0.0077,0.0069
10.0,150057,16,1,6,8.0,8.0,0.0005,0.0004,0.0004
1935.0,10169,2,3,3,3004.0,2857.0,0.1278,0.1446,0.132
13.0,440192,42,1,1,15.0,13.0,0.0007000000000000001,0.0007000000000000001,0.0006
13094.0,220110,20,2,3,9480.0,10139.0,0.5012,0.456,0.46840000000000004
0.0,500050,47,2,5,0.0,0.0,0.0,0.0,0.0
168.0,330250,34,1,4,105.0,152.0,0.0092,0.0049,0.006999999999999999
747.0,180046,18,3,7,1034.0,1174.0,0.048,0.049,0.0542
3598.0,240093,23,3,5,2837.0,3228.0,0.1845,0.1348,0.1491
0.0,220063,20,1,2,0.0,1.0,0.0,0.0,0.0
3.0,170146,17,1,3,8.0,7.0,0.0001,0.0004,0.0003
2055.0,420026,40,3,5,2595.0,3228.0,0.1017,0.12240000000000001,0.1491
2212.0,50125,5,3,3,2641.0,2857.0,0.106,0.1184,0.132
0.0,330169,34,2,1,0.0,0.0,0.0,0.0,0.0
1923.0,180049,18,3,3,2928.0,2857.0,0.091,0.1389,0.132
8591.0,260216,24,2,3,10289.0,10139.0,0.4644,0.4826,0.46840000000000004
3.0,180013,18,1,5,3.0,2.0,0.0001,0.0001,0.0001
2430.0,450856,43,2,7,1596.0,1545.0,0.1023,0.0684,0.07139999999999999
73.0,490002,45,1,4,120.0,152.0,0.0046,0.0058,0.006999999999999999
1023.0,350002,28,3,7,721.0,1174.0,0.0479,0.0336,0.0542
6.0,380089,37,1,1,8.0,13.0,0.0003,0.0004,0.0006
213.0,520177,48,1,4,221.0,152.0,0.009000000000000001,0.010700000000000001,0.006999999999999999
1.0,60009,6,1,2,0.0,1.0,0.0,0.0,0.0
210.0,150044,16,1,4,201.0,152.0,0.0092,0.0092,0.006999999999999999
11.0,10035,2,1,6,8.0,8.0,0.0006,0.0004,0.0004
3.0,50192,5,1,6,8.0,8.0,0.0002,0.0003,0.0004
0.0,450035,43,2,4,0.0,0.0,0.0,0.0,0.0
15922.0,180066,18,4,8,21081.0,21646.0,1.0,1.0,1.0
0.0,450231,43,2,1,0.0,0.0,0.0,0.0,0.0
0.0,110046,11,1,2,1.0,1.0,0.0,0.0,0.0
3.0,330180,34,1,5,3.0,2.0,0.0001,0.0001,0.0001
162.0,430016,41,3,2,105.0,149.0,0.0076,0.0049,0.0069
106.0,440017,42,3,2,133.0,149.0,0.0048,0.006,0.0069
11331.0,230017,22,2,3,9980.0,10139.0,0.5297999999999999,0.47369999999999995,0.46840000000000004
0.0,390316,38,2,5,0.0,0.0,0.0,0.0,0.0
0.0,110074,11,2,2,0.0,0.0,0.0,0.0,0.0
999.0,360008,35,3,4,902.0,855.0,0.0462,0.041100000000000005,0.0395
24.0,390278,38,1,3,7.0,7.0,0.0027,0.0003,0.0003
869.0,330241,34,3,4,747.0,855.0,0.04,0.0349,0.0395
1198.0,230193,22,3,7,1180.0,1174.0,0.058499999999999996,0.055999999999999994,0.0542
1110.0,390199,38,3,7,1163.0,1174.0,0.0634,0.0541,0.0542
0.0,140166,15,2,2,0.0,0.0,0.0,0.0,0.0
797.0,50528,5,2,7,1651.0,1545.0,0.0436,0.07400000000000001,0.07139999999999999
5816.0,160008,13,2,3,10244.0,10139.0,0.3749,0.5077,0.46840000000000004
11285.0,520138,48,2,3,10350.0,10139.0,0.4891,0.5015,0.46840000000000004
0.0,170182,17,2,4,0.0,0.0,0.0,0.0,0.0
37.0,180080,18,2,6,25.0,19.0,0.002,0.0012,0.0009
1225.0,90011,8,3,4,897.0,855.0,0.0451,0.0395,0.0395
33.0,180004,18,1,1,13.0,13.0,0.0021,0.0006,0.0006
1240.0,100051,10,2,7,1711.0,1545.0,0.0702,0.07780000000000001,0.07139999999999999
3.0,110113,11,1,6,8.0,8.0,0.0002,0.0004,0.0004
997.0,70024,7,3,1,1122.0,825.0,0.0453,0.051699999999999996,0.0381
13.0,100002,10,2,6,19.0,19.0,0.0006,0.0009,0.0009
7709.0,440235,42,3,5,3265.0,3228.0,0.3882,0.1487,0.1491
16.0,350011,28,1,3,14.0,7.0,0.0007000000000000001,0.0006,0.0003
0.0,60001,6,2,1,0.0,0.0,0.0,0.0,0.0
0.0,180044,18,2,5,0.0,0.0,0.0,0.0,0.0
3191.0,150042,16,3,5,3749.0,3228.0,0.1528,0.1721,0.1491
676.0,140001,15,2,7,1595.0,1545.0,0.041100000000000005,0.0732,0.07139999999999999
0.0,340143,27,2,2,0.0,0.0,0.0,0.0,0.0
15087.0,450068,43,2,3,10339.0,10139.0,0.5145000000000001,0.4429,0.46840000000000004
1.0,390185,38,1,3,7.0,7.0,0.0001,0.0003,0.0003
9.0,100067,10,1,3,6.0,7.0,0.0004,0.0003,0.0003
11.0,360348,35,2,6,18.0,19.0,0.0005,0.0008,0.0009
0.0,420106,40,2,1,0.0,0.0,0.0,0.0,0.0
0.0,60126,6,2,4,0.0,0.0,0.0,0.0,0.0
10.0,330049,34,2,6,15.0,19.0,0.0005,0.0007000000000000001,0.0009
136.0,330085,34,3,2,83.0,149.0,0.0089,0.0039000000000000003,0.0069
910.0,190202,19,3,1,923.0,825.0,0.0425,0.041100000000000005,0.0381
1022.0,340015,27,3,7,1000.0,1174.0,0.0526,0.048600000000000004,0.0542
30.0,440049,42,2,6,23.0,19.0,0.0013,0.001,0.0009
0.0,150015,16,2,1,0.0,0.0,0.0,0.0,0.0
0.0,440144,42,2,1,0.0,0.0,0.0,0.0,0.0
96.0,50464,5,3,2,156.0,149.0,0.0044,0.006999999999999999,0.0069
1014.0,40041,3,2,7,1341.0,1545.0,0.051399999999999994,0.06269999999999999,0.07139999999999999
934.0,450684,43,3,1,879.0,825.0,0.0425,0.0377,0.0381
2482.0,180040,18,3,5,3097.0,3228.0,0.1109,0.1469,0.1491
1178.0,460014,44,3,1,1022.0,825.0,0.066,0.0446,0.0381
0.0,450352,43,2,2,0.0,0.0,0.0,0.0,0.0
3.0,330056,34,1,5,3.0,2.0,0.0002,0.0001,0.0001
0.0,390322,38,2,2,0.0,0.0,0.0,0.0,0.0
2486.0,100232,10,3,3,2949.0,2857.0,0.1301,0.1341,0.132
2462.0,30137,4,3,5,2112.0,3228.0,0.1605,0.0964,0.1491
1707.0,100275,10,2,7,1711.0,1545.0,0.0768,0.07780000000000001,0.07139999999999999
0.0,260177,24,2,1,0.0,0.0,0.0,0.0,0.0
1.0,100046,10,1,5,2.0,2.0,0.0,0.0001,0.0001
1009.0,360026,35,3,4,902.0,855.0,0.05,0.041100000000000005,0.0395
954.0,190125,19,3,4,1007.0,855.0,0.042199999999999994,0.0447,0.0395
149.0,420033,40,1,4,126.0,152.0,0.0095,0.006,0.006999999999999999
0.0,260137,24,2,1,0.0,0.0,0.0,0.0,0.0
1389.0,420038,40,3,3,2977.0,2857.0,0.0709,0.1404,0.132
0.0,490143,45,2,1,0.0,0.0,0.0,0.0,0.0
18.0,390223,38,1,3,7.0,7.0,0.0007000000000000001,0.0003,0.0003
0.0,230078,22,1,3,5.0,7.0,0.0,0.0002,0.0003
0.0,100204,10,2,5,0.0,0.0,0.0,0.0,0.0
401.0,280131,29,3,1,591.0,825.0,0.0183,0.0268,0.0381
749.0,390321,38,3,1,910.0,825.0,0.032400000000000005,0.0424,0.0381
424.0,370002,36,1,7,613.0,585.0,0.023700000000000002,0.028300000000000002,0.027000000000000003
10.0,10131,2,1,6,8.0,8.0,0.0005,0.0004,0.0004
10425.0,380060,37,2,3,11189.0,10139.0,0.5476,0.5495,0.46840000000000004
24.0,370025,36,2,6,33.0,19.0,0.0012,0.0015,0.0009
20049.0,450072,43,4,8,23343.0,21646.0,1.0,1.0,1.0
0.0,140231,15,2,1,0.0,0.0,0.0,0.0,0.0
8.0,430014,41,1,6,6.0,8.0,0.0004,0.0003,0.0004
3004.0,520075,48,3,5,3092.0,3228.0,0.1382,0.14980000000000002,0.1491
3821.0,230297,22,3,3,2683.0,2857.0,0.1425,0.1273,0.132
10.0,50777,5,1,6,8.0,8.0,0.0005,0.0003,0.0004
0.0,500007,47,1,3,6.0,7.0,0.0,0.0003,0.0003
0.0,50131,5,2,1,0.0,0.0,0.0,0.0,0.0
2188.0,320005,32,3,3,2850.0,2857.0,0.1035,0.1399,0.132
0.0,180005,18,2,1,0.0,0.0,0.0,0.0,0.0
0.0,50071,5,1,5,3.0,2.0,0.0,0.0001,0.0001
498.0,100017,10,1,7,604.0,585.0,0.0207,0.0275,0.027000000000000003
6.0,440084,42,1,1,15.0,13.0,0.0003,0.0007000000000000001,0.0006
0.0,230041,22,2,2,0.0,0.0,0.0,0.0,0.0
0.0,60113,6,2,4,0.0,0.0,0.0,0.0,0.0
85.0,230197,22,3,6,89.0,89.0,0.0038,0.0042,0.0040999999999999995
123.0,30134,4,3,2,172.0,149.0,0.0084,0.0078000000000000005,0.0069
0.0,280081,29,2,5,0.0,0.0,0.0,0.0,0.0
715.0,320006,32,3,1,714.0,825.0,0.0375,0.0351,0.0381
0.0,50633,5,2,4,0.0,0.0,0.0,0.0,0.0
4.0,230270,22,1,5,2.0,2.0,0.0002,0.0001,0.0001
0.0,360360,35,2,2,0.0,0.0,0.0,0.0,0.0
0.0,450822,43,1,2,1.0,1.0,0.0,0.0,0.0
10.0,140119,15,1,6,7.0,8.0,0.0004,0.0003,0.0004
0.0,260065,24,1,2,0.0,1.0,0.0,0.0,0.0
218.0,230035,22,3,2,134.0,149.0,0.0139,0.0064,0.0069
36.0,490107,45,1,4,120.0,152.0,0.0017000000000000001,0.0058,0.006999999999999999
7.0,40039,3,2,6,28.0,19.0,0.0004,0.0013,0.0009
9492.0,450231,43,2,3,10339.0,10139.0,0.4391,0.4429,0.46840000000000004
3454.0,330215,34,3,5,3983.0,3228.0,0.203,0.1858,0.1491
1558.0,330079,34,3,3,2377.0,2857.0,0.0839,0.1109,0.132
0.0,190040,19,1,2,1.0,1.0,0.0,0.0,0.0
4900.0,440144,42,3,5,3265.0,3228.0,0.2452,0.1487,0.1491
0.0,10097,2,1,5,2.0,2.0,0.0,0.0001,0.0001
705.0,300003,30,1,4,212.0,152.0,0.0269,0.0103,0.006999999999999999
129.0,230167,22,3,6,89.0,89.0,0.006500000000000001,0.0042,0.0040999999999999995
0.0,50152,5,2,2,0.0,0.0,0.0,0.0,0.0
1.0,250134,25,3,6,102.0,89.0,0.0002,0.0049,0.0040999999999999995
0.0,140292,15,2,4,0.0,0.0,0.0,0.0,0.0
207.0,450639,43,3,2,175.0,149.0,0.009399999999999999,0.0075,0.0069
5.0,380027,37,1,6,9.0,8.0,0.0003,0.0004,0.0004
10281.0,30115,4,2,3,11029.0,10139.0,0.5028,0.5035000000000001,0.46840000000000004
642.0,500037,47,3,4,915.0,855.0,0.049400000000000006,0.043899999999999995,0.0395
134.0,260004,24,3,2,149.0,149.0,0.0109,0.006999999999999999,0.0069
436.0,330135,34,1,7,523.0,585.0,0.0281,0.024399999999999998,0.027000000000000003
1483.0,90005,8,3,3,2943.0,2857.0,0.0721,0.12960000000000002,0.132
581.0,170109,17,3,1,654.0,825.0,0.039599999999999996,0.0305,0.0381
193.0,330385,34,3,1,750.0,825.0,0.012199999999999999,0.035,0.0381
14.0,50279,5,1,4,93.0,152.0,0.0008,0.0042,0.006999999999999999
0.0,10097,2,2,2,0.0,0.0,0.0,0.0,0.0
182.0,450871,43,3,6,96.0,89.0,0.0075,0.0040999999999999995,0.0040999999999999995
0.0,440018,42,2,2,0.0,0.0,0.0,0.0,0.0
12.0,370166,36,2,6,33.0,19.0,0.0009,0.0015,0.0009
20860.0,50125,5,4,8,22304.0,21646.0,1.0,1.0,1.0
140.0,310006,31,1,4,124.0,152.0,0.0058,0.0055000000000000005,0.006999999999999999
928.0,500150,47,3,7,904.0,1174.0,0.0512,0.0433,0.0542
765.0,230217,22,3,7,1180.0,1174.0,0.0409,0.055999999999999994,0.0542
0.0,320002,32,2,1,0.0,0.0,0.0,0.0,0.0
1040.0,450672,43,3,4,837.0,855.0,0.0387,0.0358,0.0395
6.0,50444,5,1,1,13.0,13.0,0.0003,0.0006,0.0006
100.0,200039,21,1,4,305.0,152.0,0.0053,0.0147,0.006999999999999999
55.0,390147,38,3,6,86.0,89.0,0.003,0.004,0.0040999999999999995
19460.0,10114,2,4,8,20779.0,21646.0,1.0,1.0,1.0
17.0,390272,38,3,1,910.0,825.0,0.0018,0.0424,0.0381
0.0,50407,5,1,2,0.0,1.0,0.0,0.0,0.0
0.0,170016,17,2,4,0.0,0.0,0.0,0.0,0.0
906.0,280134,29,3,7,945.0,1174.0,0.0391,0.042800000000000005,0.0542
8.0,300018,30,1,6,6.0,8.0,0.0004,0.0003,0.0004
64.0,260210,24,1,4,233.0,152.0,0.0038,0.0109,0.006999999999999999
4834.0,130025,14,3,5,2752.0,3228.0,0.2664,0.1294,0.1491
28.0,460057,44,1,4,268.0,152.0,0.0017000000000000001,0.011699999999999999,0.006999999999999999
2.0,70004,7,1,6,6.0,8.0,0.0001,0.0003,0.0004
1093.0,180046,18,3,1,794.0,825.0,0.0702,0.037599999999999995,0.0381
3674.0,420091,40,3,3,2977.0,2857.0,0.1825,0.1404,0.132
22616.0,170197,17,4,8,21466.0,21646.0,1.0,1.0,1.0
98.0,150010,16,3,6,87.0,89.0,0.0044,0.004,0.0040999999999999995
4462.0,440104,42,3,3,3024.0,2857.0,0.1788,0.1377,0.132
20.0,250006,25,1,1,17.0,13.0,0.0011,0.0008,0.0006
0.0,280060,29,2,2,0.0,0.0,0.0,0.0,0.0
2.0,150183,16,1,6,8.0,8.0,0.0001,0.0004,0.0004
505.0,230302,22,1,7,548.0,585.0,0.0241,0.026000000000000002,0.027000000000000003
4157.0,440049,42,3,3,3024.0,2857.0,0.17629999999999998,0.1377,0.132
642.0,140294,15,3,4,918.0,855.0,0.0345,0.042199999999999994,0.0395
1026.0,360364,35,2,7,1526.0,1545.0,0.0556,0.0695,0.07139999999999999
11.0,490022,45,2,6,16.0,19.0,0.0006,0.0008,0.0009
0.0,140089,15,2,5,0.0,0.0,0.0,0.0,0.0
21.0,140150,15,1,6,7.0,8.0,0.0009,0.0003,0.0004
0.0,440156,42,2,4,0.0,0.0,0.0,0.0,0.0
1437.0,140180,15,3,7,1262.0,1174.0,0.0712,0.0579,0.0542
4.0,330259,34,1,3,5.0,7.0,0.0002,0.0002,0.0003
1588.0,50101,5,3,7,1250.0,1174.0,0.07429999999999999,0.055999999999999994,0.0542
899.0,330086,34,3,4,747.0,855.0,0.0408,0.0349,0.0395
58.0,200001,21,3,6,65.0,89.0,0.0033,0.0031,0.0040999999999999995
1081.0,100154,10,3,4,672.0,855.0,0.046799999999999994,0.030600000000000002,0.0395
6.0,230003,22,2,6,19.0,19.0,0.0004,0.0009,0.0009
14443.0,40069,3,4,8,21370.0,21646.0,1.0,1.0,1.0
0.0,130049,14,2,2,0.0,0.0,0.0,0.0,0.0
3400.0,140291,15,3,5,3763.0,3228.0,0.15960000000000002,0.1728,0.1491
1487.0,260059,24,3,3,2953.0,2857.0,0.0915,0.13849999999999998,0.132
0.0,40017,3,2,5,0.0,0.0,0.0,0.0,0.0
21000.0,450711,43,4,8,23343.0,21646.0,1.0,1.0,1.0
654.0,490040,45,3,4,785.0,855.0,0.032,0.038,0.0395
21916.0,170194,17,2,3,10544.0,10139.0,0.6358,0.49119999999999997,0.46840000000000004
0.0,110132,11,2,5,0.0,0.0,0.0,0.0,0.0
10.0,30038,4,1,6,8.0,8.0,0.0005,0.0003,0.0004
2585.0,50262,5,2,7,1651.0,1545.0,0.09359999999999999,0.07400000000000001,0.07139999999999999
140.0,330395,34,3,2,83.0,149.0,0.005699999999999999,0.0039000000000000003,0.0069
2530.0,50047,5,3,5,3762.0,3228.0,0.1127,0.16870000000000002,0.1491
16.0,190140,19,1,6,9.0,8.0,0.0008,0.0004,0.0004
3485.0,140181,15,3,5,3763.0,3228.0,0.1968,0.1728,0.1491
0.0,340087,27,1,3,9.0,7.0,0.0,0.0004,0.0003
0.0,100084,10,2,1,0.0,0.0,0.0,0.0,0.0
1509.0,50336,5,3,3,2641.0,2857.0,0.08449999999999999,0.1184,0.132
0.0,290045,33,2,5,0.0,0.0,0.0,0.0,0.0
2931.0,110142,11,3,5,2545.0,3228.0,0.2266,0.1213,0.1491
536.0,450877,43,3,5,2979.0,3228.0,0.019,0.1276,0.1491
3226.0,440120,42,3,3,3024.0,2857.0,0.1491,0.1377,0.132
599.0,390125,38,3,4,839.0,855.0,0.0327,0.0391,0.0395
17146.0,60118,6,4,8,22382.0,21646.0,1.0,1.0,1.0
874.0,90004,8,3,1,781.0,825.0,0.032799999999999996,0.0344,0.0381
721.0,310048,31,3,1,707.0,825.0,0.032799999999999996,0.031200000000000002,0.0381
14.0,100087,10,1,3,6.0,7.0,0.0006,0.0003,0.0003
4899.0,310050,31,3,5,4512.0,3228.0,0.21899999999999997,0.19899999999999998,0.1491
0.0,330235,34,2,4,0.0,0.0,0.0,0.0,0.0
0.0,380089,37,2,2,0.0,0.0,0.0,0.0,0.0
633.0,450638,43,1,7,661.0,585.0,0.025699999999999997,0.028300000000000002,0.027000000000000003
5420.0,360071,35,3,5,3631.0,3228.0,0.26739999999999997,0.1655,0.1491
187.0,100006,10,3,2,185.0,149.0,0.008100000000000001,0.0084,0.0069
0.0,30111,4,2,1,0.0,0.0,0.0,0.0,0.0
55.0,510091,49,1,4,195.0,152.0,0.0034999999999999996,0.0095,0.006999999999999999
1.0,50780,5,2,6,17.0,19.0,0.0,0.0007000000000000001,0.0009
9339.0,360077,35,2,3,10091.0,10139.0,0.431,0.45990000000000003,0.46840000000000004
0.0,60003,6,1,3,6.0,7.0,0.0,0.0003,0.0003
41.0,10018,2,3,6,103.0,89.0,0.0028000000000000004,0.005,0.0040999999999999995
8081.0,310118,31,2,3,9558.0,10139.0,0.4065,0.4217,0.46840000000000004
21.0,450780,43,3,6,96.0,89.0,0.0011,0.0040999999999999995,0.0040999999999999995
14701.0,110026,11,4,8,20978.0,21646.0,1.0,1.0,1.0
0.0,390156,38,2,4,0.0,0.0,0.0,0.0,0.0
0.0,220075,20,2,4,0.0,0.0,0.0,0.0,0.0
7.0,30092,4,1,6,8.0,8.0,0.0003,0.0003,0.0004
