Avg_Hosp,Facility ID,State,Period,Claim Type,Avg_State,Avg_Nation,Percent_Hosp,Percent_State,Percent_Nation
464.0,250093,25,1,7,543.0,585.0,0.025699999999999997,0.0259,0.027000000000000003
0.0,370013,36,2,1,0.0,0.0,0.0,0.0,0.0
3576.0,150018,16,3,5,3749.0,3228.0,0.17739999999999997,0.1721,0.1491
0.0,390322,38,1,3,7.0,7.0,0.0,0.0003,0.0003
44.0,30083,4,1,4,152.0,152.0,0.0022,0.0069,0.006999999999999999
1101.0,390330,38,3,7,1163.0,1174.0,0.059800000000000006,0.0541,0.0542
25115.0,50116,5,4,8,22304.0,21646.0,1.0,1.0,1.0
5.0,30006,4,1,3,5.0,7.0,0.0002,0.0002,0.0003
12.0,100315,10,1,6,8.0,8.0,0.0006,0.0004,0.0004
23199.0,310115,31,4,8,22666.0,21646.0,1.0,1.0,1.0
0.0,450080,43,1,3,7.0,7.0,0.0,0.0003,0.0003
201.0,130025,14,3,2,173.0,149.0,0.0111,0.008199999999999999,0.0069
5.0,220095,20,1,3,8.0,7.0,0.0003,0.0004,0.0003
1273.0,180053,18,3,3,2928.0,2857.0,0.0863,0.1389,0.132
872.0,450079,43,3,4,837.0,855.0,0.0404,0.0358,0.0395
0.0,520041,48,2,4,0.0,0.0,0.0,0.0,0.0
17.0,520139,48,1,1,8.0,13.0,0.0009,0.0004,0.0006
995.0,520049,48,3,4,1097.0,855.0,0.0455,0.053099999999999994,0.0395
12341.0,330101,34,2,3,9880.0,10139.0,0.5181,0.461,0.46840000000000004
5.0,330350,34,1,1,9.0,13.0,0.0002,0.0004,0.0006
1632.0,50573,5,2,7,1651.0,1545.0,0.07780000000000001,0.07400000000000001,0.07139999999999999
295.0,220116,20,1,4,127.0,152.0,0.011200000000000002,0.0060999999999999995,0.006999999999999999
140.0,50279,5,3,6,88.0,89.0,0.0086,0.0039000000000000003,0.0040999999999999995
9.0,240207,23,1,6,7.0,8.0,0.0005,0.0003,0.0004
0.0,390331,38,1,3,7.0,7.0,0.0,0.0003,0.0003
652.0,270017,26,3,4,1114.0,855.0,0.0346,0.0542,0.0395
970.0,110027,11,3,7,1212.0,1174.0,0.0574,0.057800000000000004,0.0542
0.0,450563,43,2,5,0.0,0.0,0.0,0.0,0.0
0.0,100032,10,2,2,0.0,0.0,0.0,0.0,0.0
53.0,280128,29,3,6,79.0,89.0,0.0018,0.0036,0.0040999999999999995
156.0,150007,16,3,2,125.0,149.0,0.0072,0.0058,0.0069
0.0,490018,45,2,2,0.0,0.0,0.0,0.0,0.0
59.0,140117,15,1,4,125.0,152.0,0.0021,0.0058,0.006999999999999999
73.0,140179,15,3,6,87.0,89.0,0.0034999999999999996,0.004,0.0040999999999999995
150.0,260070,24,3,6,92.0,89.0,0.0105,0.0043,0.0040999999999999995
0.0,140046,15,2,4,0.0,0.0,0.0,0.0,0.0
2771.0,100007,10,3,3,2949.0,2857.0,0.11800000000000001,0.1341,0.132
0.0,50710,5,2,5,0.0,0.0,0.0,0.0,0.0
933.0,140290,15,3,1,774.0,825.0,0.039599999999999996,0.0355,0.0381
2784.0,50709,5,3,3,2641.0,2857.0,0.13470000000000001,0.1184,0.132
331.0,320003,32,3,1,714.0,825.0,0.0223,0.0351,0.0381
9987.0,180049,18,2,3,9857.0,10139.0,0.47240000000000004,0.46759999999999996,0.46840000000000004
0.0,50194,5,2,2,0.0,0.0,0.0,0.0,0.0
1.0,510029,49,1,3,12.0,7.0,0.0,0.0006,0.0003
1636.0,50099,5,3,7,1250.0,1174.0,0.0717,0.055999999999999994,0.0542
2524.0,100296,10,3,3,2949.0,2857.0,0.1281,0.1341,0.132
482.0,150058,16,3,1,594.0,825.0,0.0223,0.0273,0.0381
21324.0,270014,26,4,8,20541.0,21646.0,1.0,1.0,1.0
0.0,50735,5,2,5,0.0,0.0,0.0,0.0,0.0
6904.0,440187,42,2,3,10278.0,10139.0,0.36219999999999997,0.4682,0.46840000000000004
782.0,450222,43,3,1,879.0,825.0,0.034,0.0377,0.0381
3552.0,370028,36,3,3,3254.0,2857.0,0.1482,0.1503,0.132
7313.0,330135,34,2,3,9880.0,10139.0,0.47100000000000003,0.461,0.46840000000000004
0.0,20008,1,1,2,0.0,1.0,0.0,0.0,0.0
3.0,70033,7,1,5,3.0,2.0,0.0001,0.0001,0.0001
10266.0,300029,30,2,3,10001.0,10139.0,0.4669,0.4833,0.46840000000000004
7.0,50764,5,1,1,13.0,13.0,0.0004,0.0006,0.0006
39.0,220108,20,3,6,71.0,89.0,0.0021,0.0034000000000000002,0.0040999999999999995
0.0,330202,34,1,5,3.0,2.0,0.0,0.0001,0.0001
953.0,140120,15,3,7,1262.0,1174.0,0.053099999999999994,0.0579,0.0542
0.0,300023,30,1,2,1.0,1.0,0.0,0.0,0.0
65.0,70033,7,3,6,70.0,89.0,0.0031,0.0032,0.0040999999999999995
21882.0,100088,10,4,8,21985.0,21646.0,1.0,1.0,1.0
12.0,360027,35,1,1,12.0,13.0,0.0006,0.0005,0.0006
3.0,330046,34,1,6,7.0,8.0,0.0001,0.0003,0.0004
90.0,190015,19,3,6,117.0,89.0,0.0039000000000000003,0.0052,0.0040999999999999995
83.0,50464,5,3,6,88.0,89.0,0.0038,0.0039000000000000003,0.0040999999999999995
3098.0,50169,5,3,3,2641.0,2857.0,0.14279999999999998,0.1184,0.132
0.0,370203,36,1,5,3.0,2.0,0.0,0.0001,0.0001
1318.0,530002,50,3,4,844.0,855.0,0.07,0.0429,0.0395
506.0,180080,18,1,7,617.0,585.0,0.027000000000000003,0.029300000000000003,0.027000000000000003
6696.0,310017,31,3,5,4512.0,3228.0,0.30260000000000004,0.19899999999999998,0.1491
3477.0,140211,15,3,5,3763.0,3228.0,0.161,0.1728,0.1491
790.0,250072,25,1,7,543.0,585.0,0.032799999999999996,0.0259,0.027000000000000003
2909.0,100113,10,3,5,3391.0,3228.0,0.11560000000000001,0.1542,0.1491
45.0,10091,2,3,6,103.0,89.0,0.0038,0.005,0.0040999999999999995
6.0,240066,23,2,6,14.0,19.0,0.0003,0.0007000000000000001,0.0009
7588.0,110111,11,2,3,10093.0,10139.0,0.4353,0.48109999999999997,0.46840000000000004
0.0,240004,23,2,4,0.0,0.0,0.0,0.0,0.0
698.0,370057,36,3,1,920.0,825.0,0.049100000000000005,0.0425,0.0381
0.0,450539,43,2,1,0.0,0.0,0.0,0.0,0.0
1200.0,160146,13,3,7,903.0,1174.0,0.060700000000000004,0.044800000000000006,0.0542
6.0,40017,3,1,3,9.0,7.0,0.0004,0.0004,0.0003
2540.0,150034,16,3,5,3749.0,3228.0,0.122,0.1721,0.1491
26.0,500077,47,2,6,15.0,19.0,0.0012,0.0007000000000000001,0.0009
0.0,360089,35,1,5,2.0,2.0,0.0,0.0001,0.0001
1062.0,110025,11,3,7,1212.0,1174.0,0.0538,0.057800000000000004,0.0542
947.0,230110,22,2,7,1569.0,1545.0,0.0542,0.0745,0.07139999999999999
672.0,110074,11,1,7,576.0,585.0,0.033,0.0275,0.027000000000000003
1470.0,100071,10,3,7,1415.0,1174.0,0.07490000000000001,0.0643,0.0542
19.0,100191,10,1,1,19.0,13.0,0.0009,0.0009,0.0006
12.0,100069,10,2,6,19.0,19.0,0.0005,0.0009,0.0009
18523.0,340039,27,4,8,20574.0,21646.0,1.0,1.0,1.0
0.0,30073,4,1,1,8.0,13.0,0.0,0.0004,0.0006
0.0,390304,38,1,5,2.0,2.0,0.0,0.0001,0.0001
10.0,160058,13,1,6,7.0,8.0,0.0004,0.0003,0.0004
99.0,10158,2,3,2,198.0,149.0,0.0063,0.0095,0.0069
500.0,390329,38,1,7,571.0,585.0,0.024300000000000002,0.026600000000000002,0.027000000000000003
515.0,390097,38,1,7,571.0,585.0,0.0262,0.026600000000000002,0.027000000000000003
483.0,170203,17,3,1,654.0,825.0,0.0187,0.0305,0.0381
0.0,390228,38,1,2,0.0,1.0,0.0,0.0,0.0
1.0,490088,45,1,5,2.0,2.0,0.0001,0.0001,0.0001
7.0,450040,43,1,6,8.0,8.0,0.0003,0.0003,0.0004
1477.0,50390,5,3,7,1250.0,1174.0,0.0695,0.055999999999999994,0.0542
152.0,40078,3,1,4,179.0,152.0,0.0066,0.0084,0.006999999999999999
955.0,490057,45,3,1,917.0,825.0,0.046900000000000004,0.0443,0.0381
3891.0,200050,21,3,5,2837.0,3228.0,0.22640000000000002,0.1373,0.1491
21.0,280003,29,2,6,20.0,19.0,0.0009,0.0009,0.0009
773.0,330393,34,3,4,747.0,855.0,0.035,0.0349,0.0395
1227.0,190086,19,3,7,1092.0,1174.0,0.0546,0.048600000000000004,0.0542
890.0,170009,17,3,7,984.0,1174.0,0.0572,0.0458,0.0542
0.0,360156,35,1,2,0.0,1.0,0.0,0.0,0.0
436.0,670025,43,1,7,661.0,585.0,0.013999999999999999,0.028300000000000002,0.027000000000000003
0.0,140001,15,2,1,0.0,0.0,0.0,0.0,0.0
0.0,280081,29,2,1,0.0,0.0,0.0,0.0,0.0
13.0,330056,34,1,1,9.0,13.0,0.0006,0.0004,0.0006
3.0,140124,15,1,6,7.0,8.0,0.0002,0.0003,0.0004
5.0,50248,5,1,6,8.0,8.0,0.0003,0.0003,0.0004
685.0,40036,3,3,1,734.0,825.0,0.032,0.034300000000000004,0.0381
1543.0,250100,25,2,7,1305.0,1545.0,0.0684,0.062400000000000004,0.07139999999999999
0.0,340145,27,2,4,0.0,0.0,0.0,0.0,0.0
23.0,670077,43,2,6,23.0,19.0,0.001,0.001,0.0009
7724.0,240084,23,2,3,10956.0,10139.0,0.5368999999999999,0.5207999999999999,0.46840000000000004
2557.0,420098,40,3,3,2977.0,2857.0,0.1354,0.1404,0.132
1.0,280125,29,1,5,2.0,2.0,0.0,0.0001,0.0001
16.0,50107,5,1,1,13.0,13.0,0.0008,0.0006,0.0006
0.0,50353,5,2,4,0.0,0.0,0.0,0.0,0.0
10.0,390231,38,2,6,18.0,19.0,0.0005,0.0008,0.0009
13.0,390056,38,1,1,12.0,13.0,0.0007000000000000001,0.0006,0.0006
0.0,50116,5,2,1,0.0,0.0,0.0,0.0,0.0
0.0,50557,5,2,4,0.0,0.0,0.0,0.0,0.0
0.0,110209,11,2,5,0.0,0.0,0.0,0.0,0.0
3442.0,340142,27,3,5,2937.0,3228.0,0.1856,0.1427,0.1491
9.0,220015,20,1,6,6.0,8.0,0.0005,0.0003,0.0004
1.0,190011,19,1,2,1.0,1.0,0.0001,0.0,0.0
46.0,100206,10,1,4,72.0,152.0,0.0023,0.0033,0.006999999999999999
38.0,160124,13,3,6,76.0,89.0,0.0023,0.0038,0.0040999999999999995
0.0,510013,49,2,2,0.0,0.0,0.0,0.0,0.0
0.0,150026,16,2,1,0.0,0.0,0.0,0.0,0.0
2203.0,60114,6,3,3,2254.0,2857.0,0.0964,0.1007,0.132
39.0,500064,47,3,6,73.0,89.0,0.0013,0.0034999999999999996,0.0040999999999999995
7.0,420010,40,1,2,1.0,1.0,0.0003,0.0,0.0
16.0,450565,43,1,1,18.0,13.0,0.0009,0.0008,0.0006
0.0,40019,3,2,2,0.0,0.0,0.0,0.0,0.0
40.0,390201,38,1,4,117.0,152.0,0.002,0.0054,0.006999999999999999
24036.0,450029,43,4,8,23343.0,21646.0,1.0,1.0,1.0
2287.0,200039,21,3,3,2441.0,2857.0,0.12179999999999999,0.1182,0.132
1.0,360203,35,1,5,2.0,2.0,0.0001,0.0001,0.0001
0.0,390164,38,2,5,0.0,0.0,0.0,0.0,0.0
1471.0,110184,11,2,7,1500.0,1545.0,0.0731,0.07150000000000001,0.07139999999999999
483.0,30011,4,3,4,788.0,855.0,0.0217,0.036000000000000004,0.0395
1460.0,160030,13,3,7,903.0,1174.0,0.0755,0.044800000000000006,0.0542
85.0,50236,5,3,6,88.0,89.0,0.0045000000000000005,0.0039000000000000003,0.0040999999999999995
370.0,320090,32,3,2,169.0,149.0,0.0233,0.0083,0.0069
490.0,150072,16,1,7,535.0,585.0,0.0268,0.0246,0.027000000000000003
11.0,310012,31,2,6,15.0,19.0,0.0005,0.0006,0.0009
889.0,670112,43,1,7,661.0,585.0,0.042300000000000004,0.028300000000000002,0.027000000000000003
4650.0,330218,34,3,5,3983.0,3228.0,0.25489999999999996,0.1858,0.1491
624.0,360096,35,3,4,902.0,855.0,0.0346,0.041100000000000005,0.0395
0.0,140228,15,2,2,0.0,0.0,0.0,0.0,0.0
4558.0,140167,15,3,5,3763.0,3228.0,0.23120000000000002,0.1728,0.1491
1.0,240093,23,1,5,2.0,2.0,0.0001,0.0001,0.0001
14.0,330195,34,2,6,15.0,19.0,0.0006,0.0007000000000000001,0.0009
625.0,390316,38,3,3,3249.0,2857.0,0.030600000000000002,0.15130000000000002,0.132
316.0,200018,21,1,7,572.0,585.0,0.019299999999999998,0.0277,0.027000000000000003
0.0,140011,15,2,2,0.0,0.0,0.0,0.0,0.0
8.0,530012,50,1,3,6.0,7.0,0.0004,0.0003,0.0003
0.0,370178,36,1,3,9.0,7.0,0.0,0.0004,0.0003
6.0,340131,27,1,6,8.0,8.0,0.0003,0.0004,0.0004
11507.0,510072,49,4,8,20608.0,21646.0,1.0,1.0,1.0
21.0,10168,2,1,4,108.0,152.0,0.001,0.0052,0.006999999999999999
4.0,390127,38,1,5,2.0,2.0,0.0002,0.0001,0.0001
0.0,50084,5,2,5,0.0,0.0,0.0,0.0,0.0
60.0,390107,38,3,6,86.0,89.0,0.003,0.004,0.0040999999999999995
217.0,330080,34,3,1,750.0,825.0,0.0124,0.035,0.0381
0.0,140125,15,2,1,0.0,0.0,0.0,0.0,0.0
0.0,310096,31,2,5,0.0,0.0,0.0,0.0,0.0
0.0,360064,35,2,2,0.0,0.0,0.0,0.0,0.0
15.0,360091,35,1,1,12.0,13.0,0.0008,0.0005,0.0006
3357.0,370236,36,3,5,2818.0,3228.0,0.17579999999999998,0.13019999999999998,0.1491
0.0,130063,14,1,5,2.0,2.0,0.0,0.0001,0.0001
0.0,110003,11,2,5,0.0,0.0,0.0,0.0,0.0
16.0,260094,24,1,1,8.0,13.0,0.0008,0.0004,0.0006
85.0,450289,43,3,6,96.0,89.0,0.004,0.0040999999999999995,0.0040999999999999995
0.0,510007,49,2,1,0.0,0.0,0.0,0.0,0.0
805.0,500030,47,1,7,655.0,585.0,0.0404,0.031400000000000004,0.027000000000000003
5.0,50280,5,1,3,4.0,7.0,0.0002,0.0002,0.0003
6513.0,190145,19,3,5,2621.0,3228.0,0.37060000000000004,0.1165,0.1491
0.0,50396,5,2,2,0.0,0.0,0.0,0.0,0.0
0.0,280131,29,2,1,0.0,0.0,0.0,0.0,0.0
2.0,370094,36,1,3,9.0,7.0,0.0001,0.0004,0.0003
1.0,240004,23,1,5,2.0,2.0,0.0001,0.0001,0.0001
228.0,100075,10,3,2,185.0,149.0,0.0101,0.0084,0.0069
211.0,340116,27,3,2,159.0,149.0,0.0108,0.0077,0.0069
12.0,100223,10,1,3,6.0,7.0,0.0005,0.0003,0.0003
322.0,50747,5,3,1,849.0,825.0,0.0115,0.0381,0.0381
7.0,490042,45,1,1,12.0,13.0,0.0004,0.0006,0.0006
4.0,100288,10,1,6,8.0,8.0,0.0002,0.0004,0.0004
23001.0,100026,10,4,8,21985.0,21646.0,1.0,1.0,1.0
0.0,150023,16,2,2,0.0,0.0,0.0,0.0,0.0
17092.0,50150,5,4,8,22304.0,21646.0,1.0,1.0,1.0
0.0,450152,43,2,2,0.0,0.0,0.0,0.0,0.0
6.0,60010,6,1,6,9.0,8.0,0.0003,0.0004,0.0004
4.0,490119,45,1,1,12.0,13.0,0.0002,0.0006,0.0006
0.0,260047,24,2,2,0.0,0.0,0.0,0.0,0.0
9599.0,50292,5,2,3,10415.0,10139.0,0.47130000000000005,0.4669,0.46840000000000004
117.0,450659,43,3,6,96.0,89.0,0.0044,0.0040999999999999995,0.0040999999999999995
0.0,530002,50,1,2,0.0,1.0,0.0,0.0,0.0
1014.0,340073,27,3,7,1000.0,1174.0,0.044500000000000005,0.048600000000000004,0.0542
0.0,50543,5,3,5,3762.0,3228.0,0.0,0.16870000000000002,0.1491
0.0,450702,43,2,5,0.0,0.0,0.0,0.0,0.0
592.0,330185,34,3,4,747.0,855.0,0.0292,0.0349,0.0395
0.0,100047,10,2,1,0.0,0.0,0.0,0.0,0.0
0.0,10044,2,1,5,2.0,2.0,0.0,0.0001,0.0001
1.0,420067,40,1,5,2.0,2.0,0.0001,0.0001,0.0001
3018.0,240044,23,3,5,2837.0,3228.0,0.20579999999999998,0.1348,0.1491
0.0,50063,5,2,2,0.0,0.0,0.0,0.0,0.0
782.0,440050,42,3,1,789.0,825.0,0.04769999999999999,0.0359,0.0381
65.0,50261,5,1,4,93.0,152.0,0.0034999999999999996,0.0042,0.006999999999999999
0.0,360075,35,2,4,0.0,0.0,0.0,0.0,0.0
8909.0,490110,45,2,3,10041.0,10139.0,0.4561,0.48560000000000003,0.46840000000000004
18.0,40071,3,2,6,28.0,19.0,0.0008,0.0013,0.0009
6.0,360032,35,1,1,12.0,13.0,0.0003,0.0005,0.0006
1101.0,140177,15,2,7,1595.0,1545.0,0.0599,0.0732,0.07139999999999999
2837.0,170039,17,3,5,3095.0,3228.0,0.22640000000000002,0.1442,0.1491
0.0,450087,43,2,5,0.0,0.0,0.0,0.0,0.0
0.0,30137,4,2,4,0.0,0.0,0.0,0.0,0.0
0.0,60113,6,1,2,0.0,1.0,0.0,0.0,0.0
10080.0,500088,47,2,3,11010.0,10139.0,0.5251,0.5278,0.46840000000000004
2.0,310031,31,1,5,3.0,2.0,0.0001,0.0001,0.0001
97.0,100130,10,3,6,93.0,89.0,0.0053,0.0042,0.0040999999999999995
142.0,360081,35,3,2,153.0,149.0,0.006999999999999999,0.006999999999999999,0.0069
0.0,140164,15,2,2,0.0,0.0,0.0,0.0,0.0
7.0,190002,19,1,6,9.0,8.0,0.0003,0.0004,0.0004
16036.0,110092,11,4,8,20978.0,21646.0,1.0,1.0,1.0
10.0,110109,11,1,6,8.0,8.0,0.0007000000000000001,0.0004,0.0004
0.0,180038,18,1,2,0.0,1.0,0.0,0.0,0.0
3871.0,260017,24,3,3,2953.0,2857.0,0.18420000000000003,0.13849999999999998,0.132
70.0,330239,34,3,2,83.0,149.0,0.004,0.0039000000000000003,0.0069
0.0,360137,35,1,2,0.0,1.0,0.0,0.0,0.0
0.0,330396,34,1,2,0.0,1.0,0.0,0.0,0.0
0.0,450809,43,1,2,1.0,1.0,0.0,0.0,0.0
849.0,180103,18,3,1,794.0,825.0,0.0351,0.037599999999999995,0.0381
1.0,500024,47,1,3,6.0,7.0,0.0,0.0003,0.0003
1625.0,50007,5,3,3,2641.0,2857.0,0.0754,0.1184,0.132
0.0,180078,18,2,1,0.0,0.0,0.0,0.0,0.0
6.0,240038,23,1,6,7.0,8.0,0.0003,0.0003,0.0004
0.0,670082,43,2,4,0.0,0.0,0.0,0.0,0.0
531.0,430048,41,3,1,376.0,825.0,0.0279,0.0175,0.0381
751.0,240076,23,3,1,476.0,825.0,0.0449,0.0226,0.0381
14.0,340142,27,2,6,23.0,19.0,0.0008,0.0011,0.0009
826.0,450709,43,3,4,837.0,855.0,0.0359,0.0358,0.0395
3087.0,450867,43,3,3,4185.0,2857.0,0.16260000000000002,0.1793,0.132
9.0,190278,19,1,4,160.0,152.0,0.0003,0.0070999999999999995,0.006999999999999999
0.0,30136,4,2,5,0.0,0.0,0.0,0.0,0.0
11.0,370225,36,1,5,3.0,2.0,0.0005,0.0001,0.0001
676.0,440059,42,3,4,809.0,855.0,0.0319,0.0368,0.0395
766.0,50149,5,3,4,769.0,855.0,0.0368,0.0345,0.0395
8491.0,390204,38,2,3,9844.0,10139.0,0.395,0.4585,0.46840000000000004
0.0,230302,22,2,1,0.0,0.0,0.0,0.0,0.0
489.0,190183,19,1,7,575.0,585.0,0.0278,0.0256,0.027000000000000003
17.0,100073,10,2,6,19.0,19.0,0.0007000000000000001,0.0009,0.0009
4.0,490089,45,1,1,12.0,13.0,0.0003,0.0006,0.0006
673.0,180101,18,3,4,880.0,855.0,0.0341,0.0417,0.0395
0.0,490017,45,2,4,0.0,0.0,0.0,0.0,0.0
0.0,340096,27,2,1,0.0,0.0,0.0,0.0,0.0
116.0,310111,31,3,2,116.0,149.0,0.0054,0.0051,0.0069
728.0,140288,15,3,4,918.0,855.0,0.0315,0.042199999999999994,0.0395
0.0,140135,15,2,5,0.0,0.0,0.0,0.0,0.0
10534.0,140187,15,2,3,9812.0,10139.0,0.47119999999999995,0.45049999999999996,0.46840000000000004
0.0,230069,22,2,4,0.0,0.0,0.0,0.0,0.0
0.0,460047,44,2,2,0.0,0.0,0.0,0.0,0.0
0.0,190259,19,1,5,3.0,2.0,0.0,0.0001,0.0001
3861.0,170014,17,3,5,3095.0,3228.0,0.2163,0.1442,0.1491
12.0,170185,17,1,5,2.0,2.0,0.0007000000000000001,0.0001,0.0001
132.0,190303,19,2,6,27.0,19.0,0.0040999999999999995,0.0012,0.0009
830.0,250057,25,2,7,1305.0,1545.0,0.0417,0.062400000000000004,0.07139999999999999
12.0,50485,5,1,1,13.0,13.0,0.0005,0.0006,0.0006
0.0,330080,34,2,4,0.0,0.0,0.0,0.0,0.0
0.0,390072,38,1,1,12.0,13.0,0.0,0.0006,0.0006
138.0,670080,43,3,2,175.0,149.0,0.006999999999999999,0.0075,0.0069
0.0,170110,17,2,1,0.0,0.0,0.0,0.0,0.0
260.0,450498,43,3,2,175.0,149.0,0.016,0.0075,0.0069
9.0,170133,17,2,6,19.0,19.0,0.0005,0.0009,0.0009
0.0,420108,40,2,4,0.0,0.0,0.0,0.0,0.0
891.0,360077,35,3,4,902.0,855.0,0.041100000000000005,0.041100000000000005,0.0395
11106.0,60034,6,2,3,11543.0,10139.0,0.4548,0.5157,0.46840000000000004
63.0,330175,34,3,2,83.0,149.0,0.0038,0.0039000000000000003,0.0069
688.0,150082,16,1,7,535.0,585.0,0.0319,0.0246,0.027000000000000003
1.0,50309,5,1,3,4.0,7.0,0.0001,0.0002,0.0003
3545.0,670120,43,3,3,4185.0,2857.0,0.1672,0.1793,0.132
438.0,260142,24,1,7,573.0,585.0,0.031200000000000002,0.0269,0.027000000000000003
3.0,150051,16,1,1,9.0,13.0,0.0001,0.0004,0.0006
5.0,130013,14,1,5,2.0,2.0,0.0002,0.0001,0.0001
890.0,10114,2,3,1,999.0,825.0,0.0458,0.0481,0.0381
35.0,60003,6,1,4,238.0,152.0,0.0017000000000000001,0.0106,0.006999999999999999
0.0,50108,5,2,4,0.0,0.0,0.0,0.0,0.0
5.0,390048,38,1,6,7.0,8.0,0.0003,0.0003,0.0004
629.0,50335,5,3,7,1250.0,1174.0,0.035699999999999996,0.055999999999999994,0.0542
0.0,40078,3,2,1,0.0,0.0,0.0,0.0,0.0
0.0,100226,10,2,1,0.0,0.0,0.0,0.0,0.0
0.0,110006,11,2,1,0.0,0.0,0.0,0.0,0.0
0.0,110089,11,2,5,0.0,0.0,0.0,0.0,0.0
2130.0,50108,5,2,7,1651.0,1545.0,0.085,0.07400000000000001,0.07139999999999999
1347.0,100230,10,3,7,1415.0,1174.0,0.0682,0.0643,0.0542
209.0,300011,30,3,2,128.0,149.0,0.0105,0.0062,0.0069
16222.0,10126,2,4,8,20779.0,21646.0,1.0,1.0,1.0
4009.0,100063,10,3,3,2949.0,2857.0,0.1948,0.1341,0.132
1415.0,50280,5,2,7,1651.0,1545.0,0.0645,0.07400000000000001,0.07139999999999999
3674.0,50179,5,3,5,3762.0,3228.0,0.203,0.16870000000000002,0.1491
47.0,450447,43,3,6,96.0,89.0,0.0024,0.0040999999999999995,0.0040999999999999995
0.0,450883,43,1,2,1.0,1.0,0.0,0.0,0.0
1288.0,100043,10,3,7,1415.0,1174.0,0.0608,0.0643,0.0542
294.0,190102,19,3,2,201.0,149.0,0.0123,0.009000000000000001,0.0069
3.0,110087,11,1,2,1.0,1.0,0.0001,0.0,0.0
99.0,50351,5,3,6,88.0,89.0,0.0048,0.0039000000000000003,0.0040999999999999995
1203.0,330059,34,3,7,1250.0,1174.0,0.056299999999999996,0.0583,0.0542
0.0,260113,24,2,1,0.0,0.0,0.0,0.0,0.0
0.0,250020,25,2,4,0.0,0.0,0.0,0.0,0.0
2256.0,370206,36,3,3,3254.0,2857.0,0.0599,0.1503,0.132
29.0,310044,31,2,6,15.0,19.0,0.0013,0.0006,0.0009
1617.0,450424,43,2,7,1596.0,1545.0,0.0687,0.0684,0.07139999999999999
696.0,330084,34,3,4,747.0,855.0,0.046799999999999994,0.0349,0.0395
32.0,520066,48,2,6,20.0,19.0,0.0017000000000000001,0.001,0.0009
9884.0,100266,10,2,3,9800.0,10139.0,0.5155,0.4458,0.46840000000000004
1.0,50780,5,1,2,0.0,1.0,0.0,0.0,0.0
0.0,140034,15,2,4,0.0,0.0,0.0,0.0,0.0
605.0,260068,24,1,7,573.0,585.0,0.025699999999999997,0.0269,0.027000000000000003
17295.0,190006,19,4,8,22493.0,21646.0,1.0,1.0,1.0
17087.0,390112,38,4,8,21471.0,21646.0,1.0,1.0,1.0
847.0,190098,19,1,7,575.0,585.0,0.0335,0.0256,0.027000000000000003
23671.0,340061,27,4,8,20574.0,21646.0,1.0,1.0,1.0
226.0,100068,10,3,2,185.0,149.0,0.01,0.0084,0.0069
33.0,230096,22,1,4,144.0,152.0,0.0023,0.0069,0.006999999999999999
2133.0,110032,11,3,3,2829.0,2857.0,0.134,0.1349,0.132
0.0,360107,35,2,5,0.0,0.0,0.0,0.0,0.0
1154.0,30037,4,3,7,1403.0,1174.0,0.0555,0.064,0.0542
63.0,60065,6,1,4,238.0,152.0,0.0029,0.0106,0.006999999999999999
4.0,330073,34,1,1,9.0,13.0,0.0003,0.0004,0.0006
0.0,420106,40,2,2,0.0,0.0,0.0,0.0,0.0
106.0,50112,5,3,6,88.0,89.0,0.0044,0.0039000000000000003,0.0040999999999999995
799.0,430048,41,3,4,1334.0,855.0,0.042,0.0622,0.0395
7.0,70019,7,1,6,6.0,8.0,0.0003,0.0003,0.0004
9.0,330261,34,2,6,15.0,19.0,0.0004,0.0007000000000000001,0.0009
25.0,150088,16,2,6,18.0,19.0,0.0013,0.0008,0.0009
70.0,450039,43,3,6,96.0,89.0,0.003,0.0040999999999999995,0.0040999999999999995
5.0,30011,4,1,6,8.0,8.0,0.0002,0.0003,0.0004
734.0,40153,3,3,7,1036.0,1174.0,0.0408,0.048499999999999995,0.0542
10163.0,40027,3,2,3,10127.0,10139.0,0.51,0.4739,0.46840000000000004
30.0,10079,2,2,6,22.0,19.0,0.0015,0.0011,0.0009
18258.0,340068,27,4,8,20574.0,21646.0,1.0,1.0,1.0
82.0,450389,43,3,6,96.0,89.0,0.0046,0.0040999999999999995,0.0040999999999999995
0.0,100289,10,2,2,0.0,0.0,0.0,0.0,0.0
3.0,250082,25,1,2,1.0,1.0,0.0002,0.0,0.0
3578.0,110031,11,3,5,2545.0,3228.0,0.19219999999999998,0.1213,0.1491
315.0,100030,10,3,2,185.0,149.0,0.0155,0.0084,0.0069
0.0,40039,3,2,2,0.0,0.0,0.0,0.0,0.0
2.0,100212,10,1,3,6.0,7.0,0.0001,0.0003,0.0003
0.0,520139,48,2,4,0.0,0.0,0.0,0.0,0.0
1068.0,100025,10,3,7,1415.0,1174.0,0.0473,0.0643,0.0542
2812.0,520097,48,3,5,3092.0,3228.0,0.1635,0.14980000000000002,0.1491
0.0,520139,48,1,3,6.0,7.0,0.0,0.0003,0.0003
0.0,220019,20,1,5,2.0,2.0,0.0,0.0001,0.0001
1848.0,340097,27,3,3,2294.0,2857.0,0.10210000000000001,0.1115,0.132
0.0,360032,35,2,4,0.0,0.0,0.0,0.0,0.0
0.0,330175,34,1,3,5.0,7.0,0.0,0.0002,0.0003
